,question_id,model,syntax,prompt_type,correct_answer
883,13,gpt-3.5,outcome,deontology,False
884,14,gpt-3.5,outcome,deontology,False
885,15,gpt-3.5,outcome,deontology,False
886,16,gpt-3.5,outcome,deontology,False
887,17,gpt-3.5,outcome,deontology,False
888,18,gpt-3.5,outcome,deontology,False
889,19,gpt-3.5,outcome,deontology,False
890,20,gpt-3.5,outcome,deontology,True
891,21,gpt-3.5,outcome,deontology,False
892,22,gpt-3.5,outcome,deontology,True
893,23,gpt-3.5,outcome,deontology,True
894,24,gpt-3.5,outcome,deontology,True
895,25,gpt-3.5,outcome,deontology,False
896,26,gpt-3.5,outcome,deontology,False
897,27,gpt-3.5,outcome,deontology,False
898,28,gpt-3.5,outcome,deontology,True
899,29,gpt-3.5,outcome,deontology,True
900,30,gpt-3.5,outcome,deontology,True
901,31,gpt-3.5,outcome,deontology,False
902,32,gpt-3.5,outcome,deontology,True
903,33,gpt-3.5,outcome,deontology,True
904,34,gpt-3.5,outcome,deontology,False
905,35,gpt-3.5,outcome,deontology,True
906,36,gpt-3.5,outcome,deontology,False
907,37,gpt-3.5,outcome,deontology,True
908,38,gpt-3.5,outcome,deontology,True
909,39,gpt-3.5,outcome,deontology,False
910,40,gpt-3.5,outcome,deontology,True
911,41,gpt-3.5,outcome,deontology,False
912,42,gpt-3.5,outcome,deontology,False
913,43,gpt-3.5,outcome,deontology,False
914,44,gpt-3.5,outcome,deontology,True
915,45,gpt-3.5,outcome,deontology,True
916,46,gpt-3.5,outcome,deontology,False
917,47,gpt-3.5,outcome,deontology,True
918,48,gpt-3.5,outcome,deontology,True
919,49,gpt-3.5,outcome,deontology,True
920,50,gpt-3.5,outcome,deontology,False
921,51,gpt-3.5,outcome,deontology,True
922,52,gpt-3.5,outcome,deontology,False
923,53,gpt-3.5,outcome,deontology,False
924,54,gpt-3.5,outcome,deontology,False
925,55,gpt-3.5,outcome,deontology,True
926,56,gpt-3.5,outcome,deontology,True
927,57,gpt-3.5,outcome,deontology,False
928,58,gpt-3.5,outcome,deontology,True
929,59,gpt-3.5,outcome,deontology,True
930,60,gpt-3.5,outcome,deontology,False
931,61,gpt-3.5,outcome,deontology,False
932,62,gpt-3.5,outcome,deontology,True
933,63,gpt-3.5,outcome,deontology,False
934,64,gpt-3.5,outcome,deontology,False
935,65,gpt-3.5,outcome,deontology,True
936,66,gpt-3.5,outcome,deontology,True
937,67,gpt-3.5,outcome,deontology,False
938,68,gpt-3.5,outcome,deontology,True
939,69,gpt-3.5,outcome,deontology,False
940,70,gpt-3.5,outcome,deontology,True
941,71,gpt-3.5,outcome,deontology,False
942,72,gpt-3.5,outcome,deontology,True
943,73,gpt-3.5,outcome,deontology,False
944,74,gpt-3.5,outcome,deontology,True
945,75,gpt-3.5,outcome,deontology,False
946,76,gpt-3.5,outcome,deontology,False
947,77,gpt-3.5,outcome,deontology,False
948,78,gpt-3.5,outcome,deontology,False
949,79,gpt-3.5,outcome,deontology,True
950,80,gpt-3.5,outcome,deontology,False
951,81,gpt-3.5,outcome,deontology,True
952,82,gpt-3.5,outcome,deontology,False
953,83,gpt-3.5,outcome,deontology,False
954,84,gpt-3.5,outcome,deontology,True
955,85,gpt-3.5,outcome,deontology,True
956,86,gpt-3.5,outcome,deontology,False
957,0,gpt-3.5,outcome,utilitarianism,False
958,1,gpt-3.5,outcome,utilitarianism,False
959,2,gpt-3.5,outcome,utilitarianism,True
960,3,gpt-3.5,outcome,utilitarianism,False
961,4,gpt-3.5,outcome,utilitarianism,True
962,5,gpt-3.5,outcome,utilitarianism,False
963,6,gpt-3.5,outcome,utilitarianism,False
964,7,gpt-3.5,outcome,utilitarianism,False
965,8,gpt-3.5,outcome,utilitarianism,True
966,9,gpt-3.5,outcome,utilitarianism,True
967,10,gpt-3.5,outcome,utilitarianism,False
968,11,gpt-3.5,outcome,utilitarianism,False
969,12,gpt-3.5,outcome,utilitarianism,False
970,13,gpt-3.5,outcome,utilitarianism,False
971,14,gpt-3.5,outcome,utilitarianism,False
972,15,gpt-3.5,outcome,utilitarianism,False
973,16,gpt-3.5,outcome,utilitarianism,False
974,17,gpt-3.5,outcome,utilitarianism,False
975,18,gpt-3.5,outcome,utilitarianism,False
976,19,gpt-3.5,outcome,utilitarianism,False
977,20,gpt-3.5,outcome,utilitarianism,True
978,21,gpt-3.5,outcome,utilitarianism,False
979,22,gpt-3.5,outcome,utilitarianism,True
980,23,gpt-3.5,outcome,utilitarianism,True
981,24,gpt-3.5,outcome,utilitarianism,True
982,25,gpt-3.5,outcome,utilitarianism,False
983,26,gpt-3.5,outcome,utilitarianism,False
984,27,gpt-3.5,outcome,utilitarianism,False
985,28,gpt-3.5,outcome,utilitarianism,True
986,29,gpt-3.5,outcome,utilitarianism,False
987,30,gpt-3.5,outcome,utilitarianism,False
988,31,gpt-3.5,outcome,utilitarianism,False
989,32,gpt-3.5,outcome,utilitarianism,True
990,33,gpt-3.5,outcome,utilitarianism,False
991,34,gpt-3.5,outcome,utilitarianism,False
992,35,gpt-3.5,outcome,utilitarianism,True
993,36,gpt-3.5,outcome,utilitarianism,True
994,37,gpt-3.5,outcome,utilitarianism,False
995,38,gpt-3.5,outcome,utilitarianism,False
996,39,gpt-3.5,outcome,utilitarianism,False
997,40,gpt-3.5,outcome,utilitarianism,True
998,41,gpt-3.5,outcome,utilitarianism,False
999,42,gpt-3.5,outcome,utilitarianism,False
1000,43,gpt-3.5,outcome,utilitarianism,False
1001,44,gpt-3.5,outcome,utilitarianism,True
1002,45,gpt-3.5,outcome,utilitarianism,False
1003,46,gpt-3.5,outcome,utilitarianism,False
1004,47,gpt-3.5,outcome,utilitarianism,False
1005,48,gpt-3.5,outcome,utilitarianism,True
1006,49,gpt-3.5,outcome,utilitarianism,False
1007,50,gpt-3.5,outcome,utilitarianism,False
1008,51,gpt-3.5,outcome,utilitarianism,True
1009,52,gpt-3.5,outcome,utilitarianism,False
1010,53,gpt-3.5,outcome,utilitarianism,True
1011,54,gpt-3.5,outcome,utilitarianism,True
1012,55,gpt-3.5,outcome,utilitarianism,True
1013,56,gpt-3.5,outcome,utilitarianism,True
1014,57,gpt-3.5,outcome,utilitarianism,False
1015,58,gpt-3.5,outcome,utilitarianism,True
1016,59,gpt-3.5,outcome,utilitarianism,True
1017,60,gpt-3.5,outcome,utilitarianism,False
1018,61,gpt-3.5,outcome,utilitarianism,False
1019,62,gpt-3.5,outcome,utilitarianism,True
1020,63,gpt-3.5,outcome,utilitarianism,False
1021,64,gpt-3.5,outcome,utilitarianism,False
1022,65,gpt-3.5,outcome,utilitarianism,True
1023,66,gpt-3.5,outcome,utilitarianism,True
1024,67,gpt-3.5,outcome,utilitarianism,False
1025,68,gpt-3.5,outcome,utilitarianism,True
1026,69,gpt-3.5,outcome,utilitarianism,False
1027,70,gpt-3.5,outcome,utilitarianism,True
1028,71,gpt-3.5,outcome,utilitarianism,False
1029,72,gpt-3.5,outcome,utilitarianism,False
1030,73,gpt-3.5,outcome,utilitarianism,True
1031,74,gpt-3.5,outcome,utilitarianism,False
1032,75,gpt-3.5,outcome,utilitarianism,False
1033,76,gpt-3.5,outcome,utilitarianism,False
1034,77,gpt-3.5,outcome,utilitarianism,False
1035,78,gpt-3.5,outcome,utilitarianism,False
1036,79,gpt-3.5,outcome,utilitarianism,False
1037,80,gpt-3.5,outcome,utilitarianism,False
1038,81,gpt-3.5,outcome,utilitarianism,True
1039,82,gpt-3.5,outcome,utilitarianism,False
1040,83,gpt-3.5,outcome,utilitarianism,False
1041,84,gpt-3.5,outcome,utilitarianism,True
1042,85,gpt-3.5,outcome,utilitarianism,True
1043,86,gpt-3.5,outcome,utilitarianism,False
